​最高人民法院关于国家赔偿监督程序若干问题的规定,1,依照国家赔偿法第三十条的规定，有下列情形之一的，适用本规定予以处理： （一）赔偿请求人或者赔偿义务机关认为赔偿委员会生效决定确有错误，向上一级人民法院赔偿委员会提出申诉的； （二）赔偿委员会生效决定违反国家赔偿法规定，经本院院长决定或者上级人民法院指令重新审理，以及上级人民法院决定直接审理的； （三）最高人民检察院对各级人民法院赔偿委员会生效决定，上级人民检察院对下级人民法院赔偿委员会生效决定，发现违反国家赔偿法规定，向同级人民法院赔偿委员会提出重新审查意见的。 行政赔偿案件的审判监督依照行政诉讼法的相关规定执行。
​最高人民法院关于国家赔偿监督程序若干问题的规定,2,赔偿请求人或者赔偿义务机关对赔偿委员会生效决定，认为确有错误的，可以向上一级人民法院赔偿委员会提出申诉。申诉审查期间，不停止生效决定的执行。
​最高人民法院关于国家赔偿监督程序若干问题的规定,3,赔偿委员会决定生效后，赔偿请求人死亡或者其主体资格终止的，其权利义务承继者可以依法提出申诉。 赔偿请求人死亡，依法享有继承权的同一顺序继承人有数人时，其中一人或者部分人申诉的，申诉效力及于全体；但是申请撤回申诉或者放弃赔偿请求的，效力不及于未明确表示撤回申诉或者放弃赔偿请求的其他继承人。 赔偿义务机关被撤销或者职权变更的，继续行使其职权的机关可以依法提出申诉。
​最高人民法院关于国家赔偿监督程序若干问题的规定,4,赔偿请求人、法定代理人可以委托一至二人作为代理人代为申诉。申诉代理人的范围包括： （一）律师、基层法律服务工作者； （二）赔偿请求人的近亲属或者工作人员； （三）赔偿请求人所在社区、单位以及有关社会团体推荐的公民。 赔偿义务机关可以委托本机关工作人员、法律顾问、律师一至二人代为申诉。
​最高人民法院关于国家赔偿监督程序若干问题的规定,5,赔偿请求人或者赔偿义务机关申诉，应当提交以下材料： （一）申诉状。申诉状应当写明申诉人和被申诉人的基本信息，申诉的法定事由，以及具体的请求、事实和理由；书写申诉状确有困难的，可以口头申诉，由人民法院记入笔录。 （二）身份证明及授权文书。赔偿请求人申诉的，自然人应当提交身份证明，法人或者其他组织应当提交营业执照、组织机构代码证书、法定代表人或者主要负责人身份证明；赔偿义务机关申诉的，应当提交法定代表人或者主要负责人身份证明；委托他人申诉的，应当提交授权委托书和代理人身份证明。 （三）法律文书。即赔偿义务机关、复议机关及赔偿委员会作出的决定书等法律文书。 （四）其他相关材料。以有新的证据证明原决定认定的事实确有错误为由提出申诉的，应当同时提交相关证据材料。 申诉材料不符合前款规定的，人民法院应当一次性告知申诉人需要补正的全部内容及补正期限。补正期限一般为十五日，最长不超过一个月。申诉人对必要材料拒绝补正或者未能在规定期限内补正的，不予审查。收到申诉材料的时间自人民法院收到补正后的材料之日起计算。
​最高人民法院关于国家赔偿监督程序若干问题的规定,6,申诉符合下列条件的，人民法院应当在收到申诉材料之日起七日内予以立案： （一）申诉人具备本规定的主体资格； （二）受理申诉的人民法院是作出生效决定的人民法院的上一级人民法院； （三）提交的材料符合本规定第五条的要求。 申诉不符合上述规定的，人民法院不予受理并应当及时告知申诉人。
​最高人民法院关于国家赔偿监督程序若干问题的规定,7,赔偿请求人或者赔偿义务机关申诉，有下列情形之一的，人民法院不予受理： （一）赔偿委员会驳回申诉后，申诉人再次提出申诉的； （二）赔偿请求人对作为赔偿义务机关的人民法院作出的决定不服，未在法定期限内向其上一级人民法院赔偿委员会申请作出赔偿决定，在赔偿义务机关的决定发生法律效力后直接向人民法院赔偿委员会提出申诉的； （三）赔偿请求人、赔偿义务机关对最高人民法院赔偿委员会作出的决定不服提出申诉的； （四）赔偿请求人对行使侦查、检察职权的机关以及看守所主管机关、监狱管理机关作出的决定，未在法定期限内向其上一级机关申请复议，或者申请复议后复议机关逾期未作出决定或者复议机关已作出复议决定，但赔偿请求人未在法定期限内向复议机关所在地的同级人民法院赔偿委员会申请作出赔偿决定，在赔偿义务机关、复议机关的相关决定生效后直接向人民法院赔偿委员会申诉的。
​最高人民法院关于国家赔偿监督程序若干问题的规定,8,赔偿委员会对于立案受理的申诉案件，应当着重围绕申诉人的申诉事由进行审查。必要时，应当对原决定认定的事实、证据和适用法律进行全面审查。
​最高人民法院关于国家赔偿监督程序若干问题的规定,9,赔偿委员会审查申诉案件采取书面审查的方式，根据需要可以听取申诉人和被申诉人的陈述和申辩。
​最高人民法院关于国家赔偿监督程序若干问题的规定,10,赔偿委员会审查申诉案件，一般应当在三个月内作出处理，至迟不得超过六个月。有特殊情况需要延长的，由本院院长批准。
